ID,Ref.,Cit.,Alloy,Dmax,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Class
11,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe68Mo4Y6B22 ,6.5,4,0.7183314,0.687788199,0.680482206,0.68003604,0.680000854,22.8,37,7.832,42,5,26,55.96,60,7.0576,72,12,55,49.525771,85.149,17.03449924,95.96,10.811,55.845,1971.82,1097,239.4536,2896,1799,1811,8.72,10,1.8832,13,3,8,3.66,3,0.7304,5,2,4,125.8,106,18.392,190,84,132,1.8528,0.94,0.106944,2.16,1.22,1.83,1.96,1,0.0768,2,1,2,0.22,1,0.3432,1,0,0,4.34,6,2.3104,6,0,6,0,0,0,0,0,0,6.52,5,2.0128,8,3,8,0.04,1,0.0768,1,0,0,1.1,5,1.716,5,0,0,3.46,9,1.5224,9,0,4,0,0,0,0,0,0,4.6,5,0.816,9,4,4,11.44385,25.1925,2.85023,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.435250704,2.1106628,0.918560451,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.300613497,0.033742331,0.665644172,0,0,0.198203144,0.017089604,None
12,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe67Mo5Y6B22 ,3.5,4,0.709506871,0.678062536,0.670511798,0.670039391,0.670000976,22.96,37,7.9024,42,5,26,55.91,60,7.0796,72,12,55,49.926921,85.149,17.21100524,95.96,10.811,55.845,1982.67,1097,252.0782,2896,1799,1811,8.7,10,1.892,13,3,8,3.67,3,0.7348,5,2,4,126.02,106,18.4888,190,84,132,1.8561,0.94,0.111306,2.16,1.22,1.83,1.95,1,0.095,2,1,2,0.22,1,0.3432,1,0,0,4.33,6,2.3048,6,0,6,0,0,0,0,0,0,6.5,5,2.01,8,3,8,0.05,1,0.095,1,0,0,1.1,5,1.716,5,0,0,3.47,9,1.5268,9,0,4,0,0,0,0,0,0,4.62,5,0.8308,9,4,4,11.49345,25.1925,2.924241,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.414144076,2.1106628,0.93333509,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.3,0.033846154,0.666153846,0,0,0.198203144,0.017526829,None
13,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe65Mo14C15B6,1.5,4,0.684251416,0.654960081,0.650146145,0.650005238,0.650000042,23.98,37,7.6716,42,5,26,58.62,27,7.1196,77,50,55,52.183915,85.149,17.0167143,95.96,10.811,55.845,2296.92,2012,631.696,3823,1811,1811,8.92,8,2.0136,14,6,8,3.72,3,0.7224,5,2,4,123.8,78,19.116,154,76,132,1.9968,0.72,0.21684,2.55,1.83,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.6,6,1.932,6,0,6,0,0,0,0,0,0,6.82,5,1.534,8,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.3,5,1.386,5,0,4,0,0,0,0,0,0,4.34,2,0.544,6,4,4,10.44745,10.05,1.835229,15.69,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.37193082,2.1106628,0.960351574,2.1106628,0,2.1106628,219.97,63,14.2674,229,166,229,0.272727273,0.052785924,0.674486804,0,0,0.121553261,0.032206867,None
14,[4],"[4] S.F. Guo, Z.Y. Wu, L. Liu, Preparation and magnetic properties of FeCoHfMoBY bulk metallic glasses, J. Alloys Compd. 468 (2009) 54–57. https://doi.org/10.1016/j.jallcom.2008.01.066.",Fe62Co8Hf5Mo7B15Y3,3,6,0.649307323,0.623776808,0.62010991,0.620004373,0.620000043,26.74,67,7.4396,72,5,26,55.65,60,5.281,72,12,55,59.2690811,167.679,18.83702667,178.49,10.811,55.845,1998.45,1128,281.277,2896,1768,1811,8.34,10,1.5036,13,3,8,3.9,4,0.57,6,2,4,129.75,106,14.325,190,84,132,1.8438,0.94,0.10892,2.16,1.22,1.83,1.93,1,0.1302,2,1,2,0.15,1,0.255,1,0,0,4.76,7,1.9296,7,0,6,0.7,14,1.33,14,0,0,7.54,15,1.85,18,3,8,0.07,1,0.1302,1,0,0,0.75,5,1.275,5,0,0,3.74,9,1.2404,9,0,4,0,0,0,0,0,0,4.56,6,0.944,9,3,4,11.727325,25.1925,2.8403025,32.365,7.1725,10.73,0.2286,1.524,0.38862,1.524,0,0,1.432488632,2.1106628,0.859493179,2.1106628,0,2.1106628,213.95,63,20.769,229,166,229,0.25596817,0.019893899,0.631299735,0.092838196,0,0.198203144,0.018858815,None
15,[5],"[5] Z.P. Lu, C.T. Liu, W.D. Porter, Role of yttrium in glass formation of Fe-based bulk metallic glasses, Appl. Phys. Lett. 83 (2003) 2581. https://doi.org/10.1063/1.1614833.",Fe61Y2Zr8Co6Al1Mo7B15,5,7,0.640312424,0.613965034,0.610117933,0.610004826,0.610000049,25.28,37,6.3296,42,5,26,55.82,61,5.4592,73,12,55,55.28614409,85.149,13.90863534,95.96,10.811,55.845,1981.2647,1962.53,261.56118,2896,933.47,1811,8.3,10,1.588,13,3,8,3.86,3,0.5752,5,2,4,130.47,106,14.6668,190,84,132,1.8332,0.94,0.113408,2.16,1.22,1.83,1.93,1,0.1302,2,1,2,0.16,1,0.2688,1,0,0,4.61,7,2.0372,7,0,6,0,0,0,0,0,0,6.7,6,1.862,9,3,8,0.07,1,0.1302,1,0,0,0.8,5,1.344,5,0,0,3.79,9,1.3076,9,0,4,0,0,0,0,0,0,4.66,6,1.0044,9,3,4,12.001875,25.1925,3.211325,32.365,7.1725,10.73,0.2286,1.524,0.38862,1.524,0,0,1.38041258,2.1106628,0.911072303,2.1106628,0,2.1106628,213.91,63,20.7442,229,166,229,0.288059701,0.023880597,0.688059701,0,0,0.198203144,0.020285409,None
16,[6] ,"[6] M. Iqbal, J.I. Akhter, H.F. Zhang, Z.Q. Hu, Synthesis and characterization of bulk amorphous steels, J. Non-Cryst. Solids. 354 (2008) 3284–3290. https://doi.org/10.1016/j.jnoncrysol.2008.02.009.",Fe50Cr14Mo14C14B6Dy2,4,6,0.559285258,0.511029575,0.500517736,0.500028934,0.500000444,24.7,61,7.796,66,5,26,57.08,46,7.368,77,31,55,54.216512,151.689,17.64800416,162.5,10.811,55.845,2325.94,2138,581.4408,3823,1685,1811,8.48,11,2.088,14,3,8,3.78,4,0.712,6,2,4,126.54,116,19.256,192,76,132,1.9536,1.33,0.235152,2.55,1.22,1.83,1.72,1,0.4032,2,1,2,0.34,2,0.544,2,0,0,4.4,6,1.936,6,0,6,0.2,10,0.392,10,0,0,6.66,9,1.5536,12,3,8,0.28,1,0.4032,1,0,0,0.86,5,1.376,5,0,0,3.4,5,1.496,5,0,4,0.08,4,0.1568,4,0,0,4.62,2,0.8184,6,4,4,10.97295,25.6,2.19223,31.24,5.64,10.73,0.72088,4.496,1.153408,4.496,0,0,1.0553314,2.1106628,1.0553314,2.1106628,0,2.1106628,219.62,63,14.6328,229,166,229,0.258258258,0.051051051,0.660660661,0.03003003,0,0.357394967,0.040560741,None
17,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe44.3Cr5Co5Mo12.8Mn11.2C15.8B5.9)98.5Y1.5,12,8,0.501141445,0.449194511,0.437123703,0.436410414,0.436351677,23.71959,37,7.691364725,42,5,26,57.65779,65,7.72130246,77,12,55,51.82178376,85.149,17.15869144,95.96,10.811,55.845,2275.79686,2304,646.3657661,3823,1519,1811,8.73765,11,2.1592561,14,3,8,3.71358,3,0.73255545,5,2,4,124.96021,114,20.00056977,190,76,132,1.9499156,1.33,0.250228563,2.55,1.22,1.83,1.82467,1,0.289178782,2,1,2,0.36938,2,0.58085005,2,0,0,4.4061,7,1.98579075,7,0,6,0,0,0,0,0,0,6.60015,6,1.546257224,9,3,8,0.17533,1,0.289178782,1,0,0,0.91312,5,1.4358812,5,0,0,3.4564,9,1.5225664,9,0,4,0,0,0,0,0,0,4.54485,6,0.797248331,9,3,4,10.65298886,26.725,2.041596282,32.365,5.64,10.73,0.78828736,4.496,1.239581874,4.496,0,0,0.997284132,2.1106628,1.02593749,2.1106628,0,2.1106628,216.3188,63,15.6639728,229,166,229,0.276458868,0.055965395,0.667575737,0,0,0.357394967,0.045854262,None
18,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe44.3Cr10Mo13.8Mn11.2C15.8B5.9)98.5Y1.5,12,7,0.50595837,0.450375481,0.43717131,0.436412245,0.436351692,23.57184,37,7.6282016,42,5,26,57.21454,65,7.87708415,77,12,55,51.48013184,85.149,17.01263524,95.96,10.811,55.845,2296.08786,2304,632.5747851,3823,1519,1811,8.5899,11,2.19657775,14,3,8,3.71358,3,0.73255545,5,2,4,125.60046,114,20.27427665,190,76,132,1.9390806,1.33,0.257592679,2.55,1.22,1.83,1.77542,1,0.348287647,2,1,2,0.36938,2,0.58085005,2,0,0,4.3076,6,1.940727,6,0,6,0,0,0,0,0,0,6.4524,5,1.471412984,8,3,8,0.22458,1,0.348287647,1,0,0,0.91312,5,1.4358812,5,0,0,3.5549,9,1.51971975,9,0,4,0,0,0,0,0,0,4.6926,5,0.820010696,9,4,4,10.69953011,26.725,2.031574625,32.365,5.64,10.73,0.78828736,4.496,1.239581874,4.496,0,0,0.921021925,2.1106628,1.038199591,2.1106628,0,2.1106628,218.04255,63,14.48421486,229,166,229,0.275156531,0.057246916,0.667596553,0,0,0.357394967,0.047541275,None
19,[8],"[8] J. Shen, Q. Chen, J. Sun, H. Fan, G. Wang, Exceptionally high glass-forming ability of an FeCoCrMoCBY alloy, Appl. Phys. Lett. 86 (2005) 151907. https://doi.org/10.1063/1.1897426.",Fe41Co7Cr15Mo14C15B6Y2,16,7,0.491528229,0.429051452,0.41146254,0.410134672,0.410004407,24.01,37,7.6872,42,5,26,57.07,65,7.9008,77,12,55,52.48397065,85.149,17.28909887,95.96,10.811,55.845,2349.02,2055,595.3484,3823,1768,1811,8.59,11,2.2096,14,3,8,3.74,3,0.7308,5,2,4,125.59,114,19.8678,190,76,132,1.9626,1.33,0.24078,2.55,1.22,1.83,1.71,1,0.4118,2,1,2,0.36,2,0.5688,2,0,0,4.42,7,1.9932,7,0,6,0,0,0,0,0,0,6.49,6,1.5896,9,3,8,0.29,1,0.4118,1,0,0,0.9,5,1.422,5,0,0,3.48,9,1.5288,9,0,4,0,0,0,0,0,0,4.67,6,0.9842,9,3,4,10.9152,26.725,2.277376,32.365,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,0.973764732,2.1106628,1.012715321,2.1106628,0,2.1106628,216.82,63,17.052,229,166,229,0.26348228,0.055469954,0.681047766,0,0,0.357394967,0.042093615,None
20,[9],"[9] V. Ponnambalam, S.J. Poon, G.J. Shiflet, Fe-based bulk metallic glasses with diameter thickness larger than one centimeter, J. Mater. Res. 19. (2004) 1320–1323. https://doi.org/10.1557/JMR.2004.0176.",Fe48Cr15Mo14C15B6Y2,9,6,0.546808925,0.493666786,0.480775269,0.480052242,0.480001067,23.94,37,7.6548,42,5,26,56.86,65,7.8588,77,12,55,52.267797,85.149,17.13345384,95.96,10.811,55.845,2352.03,2024,593.6026,3823,1799,1811,8.52,11,2.1816,14,3,8,3.74,3,0.7308,5,2,4,126.01,114,20.0442,190,76,132,1.9591,1.33,0.24323,2.55,1.22,1.83,1.71,1,0.4118,2,1,2,0.36,2,0.5688,2,0,0,4.35,6,1.961,6,0,6,0,0,0,0,0,0,6.42,5,1.5168,8,3,8,0.29,1,0.4118,1,0,0,0.9,5,1.422,5,0,0,3.55,9,1.491,9,0,4,0,0,0,0,0,0,4.74,5,0.9324,9,4,4,10.94915,26.725,2.256327,32.365,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.013118144,2.1106628,1.05364287,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.26635514,0.056074766,0.677570093,0,0,0.357394967,0.042424008,None
21,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe43Co5Cr15Mo14C15B6Y2,9,7,0.505964426,0.44705901,0.431202745,0.430101058,0.43000287,23.99,37,7.6758,42,5,26,57.01,65,7.8948,77,12,55,52.42220675,85.149,17.24462886,95.96,10.811,55.845,2349.88,2055,594.8496,3823,1768,1811,8.57,11,2.2036,14,3,8,3.74,3,0.7308,5,2,4,125.71,114,19.9182,190,76,132,1.9616,1.33,0.24148,2.55,1.22,1.83,1.71,1,0.4118,2,1,2,0.36,2,0.5688,2,0,0,4.4,7,1.984,7,0,6,0,0,0,0,0,0,6.47,6,1.5688,9,3,8,0.29,1,0.4118,1,0,0,0.9,5,1.422,5,0,0,3.5,9,1.52,9,0,4,0,0,0,0,0,0,4.69,6,0.9694,9,3,4,10.9249,26.725,2.271362,32.365,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,0.985008564,2.1106628,1.024408907,2.1106628,0,2.1106628,217.52,63,16.5312,229,166,229,0.264296754,0.055641422,0.680061824,0,0,0.357394967,0.042189263,None
22,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe56Mn5Cr7Mo12Er2C12B6,8,7,0.594810894,0.564374749,0.560106808,0.560003374,0.560000023,24.91,63,7.055,68,5,26,57.09,42,6.5676,77,35,55,54.61015325,156.448,15.84573462,167.259,10.811,55.845,2225.27,2304,559.158,3823,1519,1811,8.49,11,1.8636,14,3,8,3.8,4,0.648,6,2,4,127.02,113,17.4072,189,76,132,1.9309,1.31,0.21666,2.55,1.24,1.83,1.81,1,0.3078,2,1,2,0.3,2,0.492,2,0,0,4.56,6,1.824,6,0,6,0.24,12,0.4704,12,0,0,6.91,11,1.5134,14,3,8,0.19,1,0.3078,1,0,0,0.78,5,1.2792,5,0,0,3.44,5,1.376,5,0,4,0.04,2,0.0784,2,0,0,4.45,4,0.71,6,2,4,10.91812931,24.945,1.96998569,30.585,5.64,10.73,0.63096,4.496,1.0347744,4.496,0,0,1.181986674,2.1106628,1.040117261,2.1106628,0,2.1106628,219.72,63,13.92,229,166,229,0.261939219,0.04341534,0.659913169,0.034732272,0,0.34885635,0.037772299,None
23,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe58Cr5Mo14Er2C15B6,6,6,0.620483682,0.586339493,0.580231006,0.58001038,0.580000117,24.72,63,8.0544,68,5,26,57.92,42,7.4136,77,35,55,54.21975,156.448,18.09413,167.259,10.811,55.845,2314.55,2053,619.355,3823,1770,1811,8.72,11,2.0976,14,3,8,3.76,4,0.7392,6,2,4,125.29,113,19.7418,189,76,132,1.9765,1.31,0.23105,2.55,1.24,1.83,1.81,1,0.3078,2,1,2,0.36,2,0.5688,2,0,0,4.43,6,2.0378,6,0,6,0.24,12,0.4704,12,0,0,6.84,11,1.632,14,3,8,0.19,1,0.3078,1,0,0,0.9,5,1.422,5,0,0,3.27,5,1.5042,5,0,4,0.04,2,0.0784,2,0,0,4.4,4,0.68,6,2,4,10.86755,24.945,2.171229,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.224184424,2.1106628,1.028314916,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.264619883,0.052631579,0.647660819,0.035087719,0,0.34885635,0.038744874,None
24,[10],"[10] Z.B. Jiao, H.X. Li, J.E. Gao, Y. Wu, Z.P. Lu, Effects of alloying elements on glass formation, mechanical and soft-magnetic properties of Fe-based metallic glasses, Intermetallics. 19 (2011) 1502–1508. https://doi.org/10.1016/j.intermet.2011.05.020.",Fe76Si3.3P8.7C7.0B5.0,1,5,0.770492051,0.760670254,0.760004206,0.760000035,0.76,22.197,21,5.78056,26,5,26,60.585,28,8.4892,83,55,55,47.44503779,45.034,12.76794255,55.845,10.811,55.845,1844.6461,3505.7,327.304936,3823,317.3,1811,9.477,7,2.24504,15,8,8,3.64,2,0.5472,4,2,4,122.812,56,13.96576,132,76,132,1.92453,0.72,0.14530458,2.55,1.83,1.83,2,0,0,2,2,2,0.517,3,0.78584,3,0,0,4.56,6,2.1888,6,0,6,0,0,0,0,0,0,7.077,5,1.40296,8,3,8,0,0,0,0,0,0,0.923,5,1.40296,5,0,0,3.04,4,1.4592,4,0,4,0,0,0,0,0,0,3.963,2,0.167562,5,3,4,11.54635571,16.9302381,2.505136057,22.5702381,5.64,10.73,0.557804,4.496,0.84786208,4.496,0,0,1.604103728,2.1106628,0.769969789,2.1106628,0,2.1106628,203.585,227,40.17619,229,2,229,0.282605624,0.073053554,0.644340822,0,0,0.121553261,0.019520377,None
25,[10],"[10] Z.B. Jiao, H.X. Li, J.E. Gao, Y. Wu, Z.P. Lu, Effects of alloying elements on glass formation, mechanical and soft-magnetic properties of Fe-based metallic glasses, Intermetallics. 19 (2011) 1502–1508. https://doi.org/10.1016/j.intermet.2011.05.020.",Fe75Si3.3P8.7C7.0B5.0Al1,2,6,0.760695734,0.750688813,0.750004435,0.750000038,0.75,22.067,21,5.8995,26,5,26,60.765,28,8.6475,83,55,55,47.15640318,45.034,13.03289523,55.845,10.811,55.845,1835.8708,3505.7,329.411008,3823,317.3,1811,9.527,7,2.2905,15,8,8,3.63,2,0.555,4,2,4,122.702,56,13.947,132,76,132,1.92233,0.94,0.14621538,2.55,1.61,1.83,2,0,0,2,2,2,0.527,3,0.7905,3,0,0,4.5,6,2.25,6,0,6,0,0,0,0,0,0,7.027,5,1.4595,8,3,8,0,0,0,0,0,0,0.973,5,1.4595,5,0,0,3,4,1.5,4,0,4,0,0,0,0,0,0,3.973,2,0.169302,5,3,4,11.60385571,16.9302381,2.588858943,22.5702381,5.64,10.73,0.557804,4.496,0.84786208,4.496,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0,2.1106628,203.545,227,40.15963,229,2,229,0.284616479,0.074996442,0.640387078,0,0,0.198203144,0.019940103,None
26,[10],"[10] Z.B. Jiao, H.X. Li, J.E. Gao, Y. Wu, Z.P. Lu, Effects of alloying elements on glass formation, mechanical and soft-magnetic properties of Fe-based metallic glasses, Intermetallics. 19 (2011) 1502–1508. https://doi.org/10.1016/j.intermet.2011.05.020.",Fe75Si3.3P8.7C7.0B5.0Ti1,1.5,6,0.760695734,0.750688813,0.750004435,0.750000038,0.75,22.157,21,5.7645,26,5,26,60.465,40,8.5468,83,43,55,47.36525779,45.034,12.72964815,55.845,10.811,55.845,1845.9461,3505.7,328.894014,3823,317.3,1811,9.437,11,2.26424,15,4,8,3.64,2,0.5472,4,2,4,123.092,84,14.10016,160,76,132,1.92163,1.01,0.14650518,2.55,1.54,1.83,2,0,0,2,2,2,0.517,3,0.78584,3,0,0,4.52,6,2.22,6,0,6,0,0,0,0,0,0,7.037,5,1.4445,8,3,8,0,0,0,0,0,0,0.923,5,1.40296,5,0,0,3.08,8,1.4784,8,0,4,0,0,0,0,0,0,4.003,5,0.17964,8,3,4,11.60595571,16.9302381,2.592512943,22.5702381,5.64,10.73,0.557804,4.496,0.84786208,4.496,0,0,1.582997325,2.1106628,0.791498212,2.1106628,0,2.1106628,203.235,227,40.21599,229,2,229,0.284212022,0.073468808,0.64231917,0,0,0.225102875,0.020166227,None
27,[10],"[10] Z.B. Jiao, H.X. Li, J.E. Gao, Y. Wu, Z.P. Lu, Effects of alloying elements on glass formation, mechanical and soft-magnetic properties of Fe-based metallic glasses, Intermetallics. 19 (2011) 1502–1508. https://doi.org/10.1016/j.intermet.2011.05.020.",Fe75Si3.3P8.7C7.0B5.0V1,1.5,6,0.760695734,0.750688813,0.750004435,0.750000038,0.75,22.167,21,5.76616,26,5,26,60.495,37,8.5324,83,46,55,47.39600279,45.034,12.74440575,55.845,10.811,55.845,1848.3661,3505.7,333.104814,3823,317.3,1811,9.447,10,2.25944,15,5,8,3.64,2,0.5472,4,2,4,123.022,77,14.06656,153,76,132,1.92253,0.92,0.14613258,2.55,1.63,1.83,2,0,0,2,2,2,0.517,3,0.78584,3,0,0,4.53,6,2.205,6,0,6,0,0,0,0,0,0,7.047,5,1.4295,8,3,8,0,0,0,0,0,0,0.923,5,1.40296,5,0,0,3.07,7,1.4736,7,0,4,0,0,0,0,0,0,3.993,4,0.172782,7,3,4,11.56915571,16.9302381,2.528480943,22.5702381,5.64,10.73,0.557804,4.496,0.84786208,4.496,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0,2.1106628,203.585,227,40.17619,229,2,229,0.283808713,0.073364552,0.642826735,0,0,0.190711652,0.019883486,None
28,[10],"[10] Z.B. Jiao, H.X. Li, J.E. Gao, Y. Wu, Z.P. Lu, Effects of alloying elements on glass formation, mechanical and soft-magnetic properties of Fe-based metallic glasses, Intermetallics. 19 (2011) 1502–1508. https://doi.org/10.1016/j.intermet.2011.05.020.",Fe75Si3.3P8.7C7.0B5.0Cr1,2,6,0.760695734,0.750688813,0.750004435,0.750000038,0.75,22.177,21,5.77096,26,5,26,60.525,34,8.518,83,49,55,47.40654879,45.034,12.74946783,55.845,10.811,55.845,1848.3361,3505.7,333.052614,3823,317.3,1811,9.457,9,2.25464,15,6,8,3.64,2,0.5472,4,2,4,122.882,63,13.99936,139,76,132,1.92283,0.89,0.14600838,2.55,1.66,1.83,1.99,1,0.0198,2,1,2,0.517,3,0.78584,3,0,0,4.55,6,2.184,6,0,6,0,0,0,0,0,0,7.057,5,1.4145,8,3,8,0.01,1,0.0198,1,0,0,0.923,5,1.40296,5,0,0,3.05,5,1.464,5,0,4,0,0,0,0,0,0,3.983,3,0.171042,6,3,4,11.55095571,16.9302381,2.504032057,22.5702381,5.64,10.73,0.557804,4.496,0.84786208,4.496,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0,2.1106628,203.585,227,40.17619,229,2,229,0.281989514,0.073260592,0.644749894,0,0,0.179650656,0.019805345,None
29,[10],"[10] Z.B. Jiao, H.X. Li, J.E. Gao, Y. Wu, Z.P. Lu, Effects of alloying elements on glass formation, mechanical and soft-magnetic properties of Fe-based metallic glasses, Intermetallics. 19 (2011) 1502–1508. https://doi.org/10.1016/j.intermet.2011.05.020.",Fe75.5Si3.3P8.7C7.0B5.0Mn0.5,1,6,0.765576907,0.755679222,0.755004319,0.755000036,0.755,22.192,21,5.77816,26,5,26,60.57,31,8.4964,83,52,55,47.44050302,45.034,12.76576586,55.845,10.811,55.845,1843.1861,3505.7,327.655336,3823,317.3,1811,9.472,8,2.24744,15,7,8,3.64,2,0.5472,4,2,4,122.847,63,13.98256,139,76,132,1.92313,1,0.14588418,2.55,1.55,1.83,2,0,0,2,2,2,0.517,3,0.78584,3,0,0,4.555,6,2.1864,6,0,6,0,0,0,0,0,0,7.072,5,1.40128,8,3,8,0,0,0,0,0,0,0.923,5,1.40296,5,0,0,3.045,5,1.4616,5,0,4,0,0,0,0,0,0,3.968,2,0.168432,5,3,4,11.54514365,16.9302381,2.505426954,22.5702381,5.64,10.73,0.557804,4.496,0.84786208,4.496,0,0,1.593551965,2.1106628,0.780837361,2.1106628,0,2.1106628,203.525,227,40.15135,229,2,229,0.28280543,0.073105204,0.644089367,0,0,0.221199217,0.019826807,None
